content,content_clean,score,label,content_length,content_clean_length
"Good bye forever, u showed how 9 years relationship can be broken just by shitposting and supporting for one brainless community",good bye forev u show year relationship broken shitpost support one brainless commun,8,Positive,21,13
👌👌👌Ok Hi,ok hi,5,Positive,2,2
Someone hack my account plz recover,someon hack account plz recov,-4,Negative,6,5
"Best strategy game💯💯. Needs alot of patience to play this game, but its worth waiting . Very joyfull when played with friends. 👌👌",best strategi game need alot patienc play game worth wait joyful play friend,5,Positive,23,13
Very fun and it's a strategy game that I like.,fun strategi game like,2,Positive,10,4
Need th17,need th,0,Neutral,2,2
"This is an amazing game, the only one here is that the walls are so expensive. Dear supercell, pls make the walls half the price.",amaz game one wall expens dear supercel pl make wall half price,4,Positive,25,12
Can you make the laboratory upgrade many troops at the same time.. in that way your troop get stronger faster. Thank y,make laboratori upgrad mani troop time way troop get stronger faster thank,4,Positive,22,12
Its 2024 and still giving🫶,still give,0,Neutral,5,2
It is very interesting game,interest game,2,Positive,5,2
Very good app i have been playing it more than 5 years,good app play year,5,Positive,12,4
Would be zero if i could worse customer service ever all they do is pass the buck,would zero could wors custom servic ever pass buck,-3,Negative,17,9
Excellent,excel,0,Neutral,1,1
Good goo game,good goo game,7,Positive,3,3
S tier game,tier game,2,Positive,3,2
"This a really good game because you have to strategyzs everything, i love this game",realli good game strategyz everyth love game,14,Positive,15,7
Game is very interesting and good 😊,game interest good,7,Positive,7,3
"The game is getting worst because of hackers and scammers. Someone reported my account for scamming on game website even when I didn't do anything. And because of that, I m unable to receive verification codes to change my Gmail since 2 days. Please help me or I will quit this game 🥲🙏",game get worst hacker scammer someon report account scam game websit even didnt anyth unabl receiv verif code chang gmail sinc day pleas help quit game,8,Positive,53,26
gat don't matter,gat dont matter,0,Neutral,3,3
Very bad experience whenever I tried to play sometimes is okk but sometimes relode and relode crash and crashs line by line network issue is occurring But it is very bad It crash repeatedly I want to say please improve this problem 🃏🃏,bad experi whenev tri play sometim okk sometim relod relod crash crash line line network issu occur bad crash repeatedli want say pleas improv problem,-23,Negative,43,25
The game teach me that :the good things take time❤️:,game teach good thing take time,7,Positive,10,6
Op game,op game,2,Positive,2,2
Nice play,nice play,4,Positive,2,2
Wow,wow,0,Neutral,1,1
I love this game....🥰🥰🥰,love game,7,Positive,4,2
Enjoy,enjoy,3,Positive,1,1
👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍 I Nice game♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️🥰🥰🥰🥰🥰🥰,nice game,6,Positive,4,2
Enjoyed,enjoy,3,Positive,1,1
This game is very nice,game nice,6,Positive,5,2
This is a game based on games of 2017 but its the best mobile game to exist,game base game best mobil game exist,7,Positive,17,7
The game are great but please add more trophies in the campaign,game great pleas add trophi campaign,5,Positive,12,6
It's time to say goodbye supercell🤬 My all time favourite game. And I am gonna live without you.,time say goodby supercel time favourit game gon na live without,6,Positive,18,11
good,good,5,Positive,1,1
I'm losing my appetite because of the troops rootrider. the game has no strategy. walling is also useless,im lose appetit troop rootrid game strategi wall also useless,2,Positive,18,10
Nice game,nice game,6,Positive,2,2
Best strategy game.,best strategi game,2,Positive,3,3
Login problem,login problem,-4,Negative,2,2
It's a good game Well done super-sell,good game well done supersel,7,Positive,7,5
a good game for when bored,good game bore,7,Positive,6,3
Nice game,nice game,6,Positive,2,2
lbgt wth!uninstall rigth now,lbgt wthuninstal rigth,0,Neutral,4,3
Very interesting game,interest game,2,Positive,3,2
This game is so good 👍👍👍,game good,7,Positive,6,2
If players inbox is full then remove them from invite new players list,player inbox full remov invit new player list,0,Neutral,13,8
This is a game you must download it is awesome,game must download awesom,2,Positive,10,4
The best game ever I played. Very good graphics and sound effects and a very good strategy game.,best game ever play good graphic sound effect good strategi game,14,Positive,18,11
An classic clash of clans this game was very fun and I'm remember when this game released max town Hall is 8 love it,classic clash clan game fun im rememb game releas max town hall love,9,Positive,24,13
One of my favorites,one favorit,0,Neutral,4,2
Op game karo bhi karo because the ame very op,op game karo bhi karo ame op,2,Positive,10,7
Good game,good game,7,Positive,2,2
Woke,woke,0,Neutral,1,1
Its my fav.💌,fav,5,Positive,3,1
This a nice game,nice game,6,Positive,4,2
LOVE THE GAME,love game,7,Positive,3,2
New features and best game,new featur best game,2,Positive,5,4
Solid Ng clash of clans since 2016 pako nag lalaro binuo Ang child hood ko maganda Yung laro Ang rarate ko ay 5 stars kaso Sana ayusin Yung clan war ang unfair th 5 lowest namin sakanila th 9 Bawasan Sana din Ng kaunting oras pag nag upgrade sobrang tagal kase,solid ng clash clan sinc pako nag lalaro binuo ang child hood ko maganda yung laro ang rarat ko ay star kaso sana ayusin yung clan war ang unfair th lowest namin sakanila th bawasan sana din ng kaunt ora pag nag upgrad sobrang tagal kase,-3,Negative,51,46
The coustomer support is disappointing 😞,coustom support disappoint,4,Positive,6,3
Nice,nice,4,Positive,1,1
Very good I ever player I am very happy because I found this game 😊😊,good ever player happi found game,7,Positive,15,6
Mapakagandang laruin pag boring hahaha,mapakagandang laruin pag bore hahaha,0,Neutral,5,5
It is a very nice game and the game which has completed 5 year,nice game game complet year,8,Positive,14,5
fun and creative,fun creativ,0,Neutral,3,2
Great 👍,great,3,Positive,2,1
Pay to win garbage where the richest whale wins,pay win garbag richest whale win,0,Neutral,9,6
Was maxed town hall but can't recover ;(,max town hall cant recov,0,Neutral,8,5
Connection lost it does not let continue attack 😡😡🤬🤬🤬,connect lost let continu attack,-3,Negative,9,5
Khatarnak,khatarnak,0,Neutral,1,1
When I started to play it again as an 11 year old I started to remember all the dumb choices that I made When I was 8 Haha and it's getting my interest again,start play year old start rememb dumb choic made haha get interest,0,Neutral,34,12
Best phone game ever to this day,best phone game ever day,2,Positive,7,5
Very nice game,nice game,6,Positive,3,2
Nice game,nice game,6,Positive,2,2
I love it guys,love guy,5,Positive,4,2
அருமையான விளையாட்டு,அரமயன வளயடட,0,Neutral,2,2
Super,super,3,Positive,1,1
super,super,3,Positive,1,1
"Hi I am darshil in which my tablet the clash of clans runing good within 6 months. But after the update the a update the clash of clans not runing. It stuck on the loading screen please this problem. My tablet is lenovo yoga tab 3 8 , android version 6.0.1 . Please fix these problems 😞🙏🏻🙏🏻😞🙏🏻😞🙏🏻😞 please please please please.",hi darshil tablet clash clan rune good within month updat updat clash clan rune stuck load screen pleas problem tablet lenovo yoga tab android version pleas fix problem pleas pleas pleas pleas,-1,Negative,61,32
good game,good game,7,Positive,2,2
Ok nice app,ok nice app,8,Positive,3,3
I play this game again,play game,2,Positive,5,2
you are supporting gya that's why I do uninstall this game ..... thanks,support gya that uninstal game thank,10,Positive,13,6
"This game is so good if you don't know what game you want to play, play this game",game good dont know game want play play game,11,Positive,18,9
By experience about this game is very excellent . This is one of the best game which I played . but I user can't get notification of any special event of this game .You may check it in 2 days regularly so you no what events was gone and what's event will coming .,experi game excel one best game play user cant get notif special event game may check day regularli event gone what event come,9,Positive,54,23
Fun game,fun game,2,Positive,2,2
best game ever,best game ever,2,Positive,3,3
I like this game,like game,2,Positive,4,2
This game is very. Nice i like this game,game nice like game,8,Positive,9,4
Its nice to be back,nice back,4,Positive,5,2
Marvellous,marvel,0,Neutral,1,1
good,good,5,Positive,1,1
Old cool game,old cool game,4,Positive,3,3
The clash of clans is my favourite game,clash clan favourit game,2,Positive,8,4
呀呀呀呀呀,呀呀呀呀呀,0,Neutral,1,1
Gays,gay,0,Neutral,1,1
OP,op,0,Neutral,1,1
it a very fun game to play with yourself and your friends,fun game play friend,2,Positive,12,4
after supporting it when you need them they dont respond and recover your hacked account,support need dont respond recov hack account,0,Neutral,15,7
Very bad connectivity with the server,bad connect server,-4,Negative,6,3
game is ok b8...shame on u supecell.,game ok bshame u supecel,6,Positive,7,5
I have been playing it for around 4 years. Used to play it almost everyday. But can't support you rainbow lover.,play around year use play almost everyday cant support rainbow lover,4,Positive,21,11
I played it for 7 years and I deleted it now because 🌈,play year delet,0,Neutral,13,3
Nice game,nice game,6,Positive,2,2
"I am constantly getting wrong notifications. "" Chief our guard is about to end"" and when i click all I see is ,my village getting raided or that is was raided 2-3 hours before. Or I am getting ""our stations are full"" even though I may have collected everything 10-20 minutes ago. Fix the wrong notifications or remove them all together it's extremely annoying clicking your notification about my guard running down only to see my village getting raided!!!",constantli get wrong notif chief guard end click see villag get raid raid hour get station full even though may collect everyth minut ago fix wrong notif remov togeth extrem annoy click notif guard run see villag get raid,0,Neutral,79,39
GD game,gd game,2,Positive,2,2
This game is very good and fun but i don't like to wait so much to compete any building and i can't defend at all my base.,game good fun dont like wait much compet build cant defend base,7,Positive,27,12
Best game in the world,best game world,2,Positive,5,3
good game 🎮,good game,7,Positive,3,2
Good game,good game,7,Positive,2,2
"G@y Game, Lgbtq SUPPORTER, G@Y COMMUNITY MANAGER",g game lgbtq support g commun manag,6,Positive,7,7
"Best ever supercell games, it reminds me in the old wars where they used to upgrade armies and attack other lands, thanks supercell, knowing that it was and still one of the best games in the world .😎⭐💯",best ever supercel game remind old war use upgrad armi attack land thank supercel know still one best game world,8,Positive,38,20
Love to play coc,love play coc,5,Positive,4,3
Love,love,5,Positive,1,1
Good,good,5,Positive,1,1
Awesome experience! Wonderful game,awesom experi wonder game,2,Positive,4,4
Very coool,coool,0,Neutral,2,1
You guys support LGBTQ🤬🤬,guy support lgbtq,4,Positive,4,3
Best,best,0,Neutral,1,1
